Applicant_ID,Age,Gender,Annual_Income,Monthly_Income,Employment_Status,Occupation,Loan_Amount,Loan_Term,Interest_Rate,Credit_Score,Existing_Debt,Number_of_Credit_Cards,Number_of_Previous_Loans,Loan_Purpose,Property_Ownership,Marital_Status,Dependents,Savings_Balance,Checking_Balance,Payment_History,Previous_Defaults,Years_at_Current_Job,Loan_Default
100434,42,Female,157941.1,13161.76,Employed,Business Owner,6812.2,360,9.01,573,124338.62,2,6,Home,Owned,Widowed,4,31349.7,27854.88,Fair,0,12,0
100435,27,Female,211179.17,17598.26,Employed,Doctor,218206.09,360,21.93,489,74779.82,7,3,Personal,Owned,Divorced,4,66940.83,5236.68,Poor,2,13,0
100436,48,Female,135441.97,11286.83,Self-Employed,Business Owner,46580.43,12,7.77,472,49621.95,5,4,Medical,Mortgaged,Divorced,1,39474.5,3580.21,Excellent,1,3,0
100437,66,Other,151190.7,12599.22,Employed,Teacher,180160.78,180,20.39,843,45209.1,0,5,Home,Mortgaged,Widowed,4,10957.06,14147.35,Good,3,13,0
100438,24,Other,104611.25,8717.6,Employed,Clerk,113423.91,180,20.48,749,48989.81,6,4,Auto,Mortgaged,Married,3,20509.68,20817.38,Excellent,0,9,0
100439,40,Male,170004.77,14167.06,Employed,Clerk,458340.67,24,11.29,680,17704.94,5,4,Education,Owned,Married,5,37390.23,23020.08,Good,2,26,0
100440,68,Female,219521.82,18293.48,Employed,Business Owner,440267.89,24,9.12,514,116793.07,5,6,Personal,Rented,Divorced,3,3141.14,13191.54,Excellent,2,3,0
100441,35,Male,47879.81,3989.98,Employed,Clerk,409833.54,360,10.55,697,15743.98,1,1,Personal,Rented,Single,0,50479.77,10906.49,Excellent,0,20,0
100442,27,Male,56493.08,4707.76,Unemployed,Unemployed,357544.26,240,21.8,486,59747.17,4,2,Education,Rented,Widowed,3,2025.75,39256.42,Good,2,27,0
100443,44,Male,125584.74,10465.4,Unemployed,Teacher,78727.82,48,14.95,584,125241.5,6,4,Auto,Rented,Single,4,62469.71,10906.48,Good,2,8,0
100444,45,Female,113681.96,9473.5,Employed,Teacher,26086.98,12,13.58,379,60615.88,6,5,Education,Rented,Widowed,4,58708.08,5517.0,Good,1,2,0
100445,53,Other,132171.81,11014.32,Employed,Clerk,327636.15,48,4.16,690,44214.27,6,4,Auto,Owned,Married,2,69235.2,14378.39,Good,2,23,0
100446,36,Other,25060.18,2088.35,Employed,Engineer,321844.55,12,19.19,333,142238.06,9,1,Education,Mortgaged,Single,1,12617.02,12154.85,Fair,1,20,1
100447,67,Female,97876.67,8156.39,Employed,Teacher,185973.29,120,5.05,698,18981.56,5,6,Auto,Rented,Divorced,5,48206.82,16869.41,Good,2,19,0
100448,46,Other,134510.54,11209.21,Employed,Clerk,237397.96,48,4.37,632,132728.09,4,4,Home,Owned,Married,4,62482.21,24948.55,Excellent,0,30,0
100449,35,Male,134964.23,11247.02,Employed,Clerk,245596.4,12,8.58,336,9311.52,5,3,Personal,Mortgaged,Married,5,41259.9,24125.92,Good,1,3,0
100450,68,Other,149753.46,12479.46,Self-Employed,Doctor,121484.21,360,12.3,578,62029.41,3,7,Personal,Owned,Married,4,10464.35,27931.6,Excellent,0,6,0
100451,66,Other,162644.29,13553.69,Retired,Engineer,158454.97,240,20.06,422,94758.16,3,3,Auto,Rented,Divorced,4,7914.05,6267.4,Excellent,0,16,0
100452,45,Male,146517.18,12209.76,Self-Employed,Driver,210358.0,360,18.12,562,55505.76,6,1,Education,Rented,Single,2,48471.79,1837.77,Good,0,19,0
100453,22,Female,176999.85,14749.99,Self-Employed,Clerk,302383.16,360,7.16,307,80190.96,3,7,Education,Owned,Single,4,39808.61,31632.39,Excellent,0,32,0
100454,50,Other,143075.93,11922.99,Employed,Teacher,477997.96,12,10.38,697,30600.25,7,3,Home,Rented,Married,2,74364.81,8686.11,Excellent,2,21,0
100455,48,Female,125189.07,10432.42,Employed,Business Owner,270165.34,180,17.93,580,85355.18,7,7,Business,Mortgaged,Married,4,66707.26,12626.6,Fair,0,7,0
100456,28,Other,139270.27,11605.86,Employed,Teacher,366119.63,180,13.25,499,20183.81,9,4,Education,Rented,Divorced,0,57899.94,18227.19,Fair,1,29,0
100457,52,Other,35744.64,2978.72,Employed,Clerk,403886.55,180,6.73,782,119414.45,1,1,Medical,Owned,Divorced,1,78591.74,28652.25,Excellent,0,14,0
100458,62,Female,70997.09,5916.42,Employed,Clerk,58527.04,36,10.83,655,87568.49,3,3,Education,Owned,Divorced,1,55568.85,6543.38,Good,1,30,0
100459,26,Male,123116.96,10259.75,Self-Employed,Clerk,327256.08,48,15.08,635,72289.82,7,7,Personal,Rented,Single,2,7389.02,36096.09,Poor,0,9,0
100460,56,Female,193962.38,16163.53,Employed,Clerk,242091.14,360,21.5,381,8200.02,4,7,Education,Rented,Widowed,4,6205.04,12861.09,Excellent,1,27,0
100461,27,Male,154205.57,12850.46,Employed,Unemployed,287070.61,12,15.74,575,74966.15,6,1,Auto,Owned,Divorced,0,65269.54,39306.51,Fair,0,18,0
100462,57,Female,33533.66,2794.47,Employed,Unemployed,21131.63,120,3.8,686,84535.41,7,7,Education,Owned,Single,4,28856.29,11416.5,Excellent,2,19,0
100463,41,Female,136416.36,11368.03,Retired,Clerk,453295.44,180,16.54,810,39850.13,8,6,Medical,Mortgaged,Widowed,4,73942.7,29026.12,Poor,1,34,0
100464,21,Female,60456.29,5038.02,Employed,Unemployed,476486.51,180,8.14,632,101638.55,2,5,Auto,Owned,Widowed,4,9459.79,15066.76,Excellent,2,5,1
100465,68,Male,165473.39,13789.45,Employed,Driver,3734.0,84,19.45,394,11514.77,2,1,Medical,Rented,Divorced,3,15902.96,33463.51,Excellent,3,10,0
100466,29,Male,184625.37,15385.45,Employed,Driver,107970.21,180,10.6,673,31303.36,4,4,Business,Rented,Widowed,0,61853.4,18496.26,Poor,1,6,0
100467,50,Other,136658.54,11388.21,Self-Employed,Teacher,91736.7,360,7.19,341,110632.28,5,3,Personal,Rented,Widowed,3,67797.96,34821.28,Fair,2,29,1
100468,29,Male,136229.33,11352.44,Retired,Clerk,391089.65,180,12.16,472,22083.33,9,0,Personal,Mortgaged,Widowed,1,69375.71,30157.55,Excellent,3,29,0
100469,66,Male,84411.25,7034.27,Employed,Business Owner,299843.87,24,8.22,805,36832.32,0,7,Business,Mortgaged,Widowed,1,7931.14,23441.14,Fair,1,29,0
100470,57,Other,106481.25,8873.44,Unemployed,Engineer,90312.16,36,7.86,741,97628.3,2,4,Business,Mortgaged,Single,5,30544.18,9999.6,Poor,0,8,0
100471,60,Male,192142.21,16011.85,Employed,Engineer,407357.54,48,14.11,797,109326.26,9,0,Home,Rented,Single,3,51710.91,10394.71,Good,2,9,0
100472,42,Female,163280.67,13606.72,Employed,Doctor,178030.49,48,17.7,494,7723.39,6,2,Personal,Mortgaged,Divorced,5,73503.65,39656.88,Excellent,2,14,0
100473,43,Male,121549.5,10129.12,Employed,Business Owner,231506.72,48,18.95,676,18988.41,6,6,Personal,Mortgaged,Divorced,2,19121.2,37015.52,Excellent,1,27,0
100474,52,Male,90487.64,7540.64,Employed,Driver,194878.69,36,10.86,685,66917.7,2,3,Home,Mortgaged,Divorced,2,48027.43,5536.74,Poor,1,26,0
100475,59,Female,25327.85,2110.65,Self-Employed,Doctor,261647.34,120,4.74,435,88919.24,6,3,Business,Mortgaged,Single,5,11481.54,8162.58,Excellent,0,34,0
100476,62,Female,44316.52,3693.04,Employed,Engineer,241110.95,24,12.45,819,68067.19,3,1,Business,Rented,Widowed,3,59782.3,4272.58,Good,2,27,0
100477,21,Male,54570.16,4547.51,Employed,Driver,138742.83,180,11.52,834,97060.5,7,0,Auto,Mortgaged,Married,5,10201.96,8053.51,Excellent,2,33,0
100478,53,Male,91543.63,7628.64,Self-Employed,Clerk,213428.91,120,7.14,360,113398.94,0,7,Home,Rented,Divorced,0,79998.6,11609.5,Excellent,2,9,1
100479,26,Male,208549.45,17379.12,Retired,Clerk,454351.9,360,20.08,721,142431.58,2,7,Home,Owned,Divorced,3,7381.35,33505.08,Good,1,21,0
100480,35,Female,118556.45,9879.7,Employed,Unemployed,252441.28,12,21.52,546,52482.11,6,0,Auto,Mortgaged,Widowed,4,54826.97,3807.29,Good,0,18,0
100481,61,Other,63142.23,5261.85,Employed,Doctor,458360.43,36,4.46,671,24465.72,6,4,Auto,Mortgaged,Divorced,4,62163.11,35284.82,Excellent,2,5,0
100482,33,Male,36678.78,3056.56,Self-Employed,Engineer,275963.27,240,18.22,605,39612.6,8,5,Auto,Rented,Divorced,4,20639.18,38877.21,Excellent,2,33,0
100483,60,Male,84352.63,7029.39,Employed,Teacher,384871.01,60,15.45,422,22224.67,8,7,Business,Owned,Widowed,0,20386.29,11269.6,Excellent,0,4,0
100484,43,Female,182224.78,15185.4,Unemployed,Business Owner,148208.47,84,8.34,352,59136.85,0,4,Education,Owned,Single,3,47691.76,18249.35,Excellent,0,29,1
100485,32,Female,93585.27,7798.77,Employed,Engineer,395625.92,12,15.25,582,130885.09,0,6,Home,Mortgaged,Divorced,0,50437.97,21173.13,Excellent,1,9,0
100486,37,Male,173363.69,14446.97,Self-Employed,Teacher,133632.16,180,5.88,761,52058.98,3,0,Home,Rented,Divorced,4,57642.08,8227.57,Fair,0,7,0
100487,47,Male,179554.52,14962.88,Employed,Driver,11735.89,36,4.78,753,22323.41,9,0,Business,Mortgaged,Widowed,3,46423.52,29263.06,Excellent,0,21,0
100488,58,Female,37718.26,3143.19,Employed,Engineer,82043.01,360,21.88,451,78394.93,4,3,Medical,Mortgaged,Single,1,13957.34,23199.95,Good,2,16,1
100489,50,Female,139775.25,11647.94,Employed,Teacher,12783.13,48,15.27,774,148791.57,8,2,Personal,Owned,Divorced,4,73931.48,4487.09,Good,1,13,0
100490,66,Female,211614.69,17634.56,Employed,Clerk,473637.2,24,8.18,496,28227.18,0,6,Personal,Rented,Married,4,13328.93,35839.29,Fair,1,31,0
100491,63,Male,97438.31,8119.86,Unemployed,Engineer,499988.56,84,11.83,609,116681.24,9,2,Auto,Rented,Single,0,45219.08,12087.71,Fair,2,24,1
100492,57,Other,25443.54,2120.3,Retired,Teacher,381590.67,60,21.08,478,123503.84,0,3,Personal,Owned,Divorced,0,73600.23,6249.89,Poor,0,21,1
100493,50,Female,204277.05,17023.09,Employed,Unemployed,55847.83,60,11.62,588,60200.75,8,4,Home,Rented,Single,1,73037.57,39274.18,Excellent,0,27,0
100494,35,Female,196151.59,16345.97,Employed,Doctor,449674.84,360,20.16,591,92932.72,8,7,Auto,Owned,Single,0,13432.52,4116.36,Excellent,1,28,0
100495,41,Male,122039.0,10169.92,Employed,Unemployed,372400.54,48,19.57,684,64856.02,2,0,Home,Mortgaged,Divorced,3,19088.22,2387.87,Excellent,1,6,0
100496,26,Other,128211.89,10684.32,Employed,Business Owner,167457.77,48,9.87,559,39349.04,3,4,Auto,Rented,Widowed,5,48148.05,9502.12,Excellent,2,15,0
100497,39,Other,58406.93,4867.24,Employed,Doctor,252134.4,120,16.38,591,63917.82,5,3,Education,Rented,Divorced,0,26973.15,12770.6,Poor,0,31,1
100498,66,Male,182987.4,15248.95,Unemployed,Teacher,331556.15,24,15.72,658,14293.52,7,0,Home,Owned,Single,3,58470.66,17352.11,Good,1,28,0
100499,41,Other,117213.01,9767.75,Self-Employed,Business Owner,13977.14,240,17.77,530,106043.42,1,6,Personal,Owned,Single,2,41792.35,27406.81,Fair,2,2,0
100500,26,Other,21944.95,1828.75,Employed,Teacher,251767.37,36,10.27,588,124378.95,2,7,Personal,Rented,Married,5,21287.2,14628.54,Poor,3,8,1
100501,52,Male,155018.07,12918.17,Employed,Driver,366732.93,36,4.47,347,46109.99,7,1,Business,Owned,Married,2,32883.03,22373.34,Fair,2,9,1
100502,68,Other,209851.74,17487.64,Employed,Teacher,95736.24,12,6.66,779,84971.52,8,6,Auto,Rented,Single,4,55288.89,232.46,Good,2,17,0
100503,63,Male,184975.85,15414.65,Employed,Teacher,223007.71,48,14.91,369,34822.28,1,5,Medical,Owned,Married,5,62811.31,15395.99,Poor,3,28,0
100504,34,Male,71825.62,5985.47,Employed,Clerk,267200.0,84,17.84,780,19119.07,8,5,Home,Owned,Single,0,29564.88,37798.75,Good,2,16,0
100505,43,Male,25931.64,2160.97,Employed,Clerk,368311.56,180,17.49,718,99542.78,8,3,Medical,Mortgaged,Divorced,1,8398.83,30993.87,Excellent,2,6,0
100506,47,Female,207772.04,17314.34,Employed,Business Owner,482297.95,240,14.3,822,20116.14,8,2,Personal,Rented,Divorced,1,28262.16,29632.02,Good,2,19,0
100507,33,Female,207097.86,17258.16,Employed,Business Owner,424441.22,180,5.07,313,117296.86,2,0,Auto,Owned,Married,1,50437.66,12180.64,Poor,3,7,1
100508,34,Female,124145.14,10345.43,Self-Employed,Business Owner,311516.17,48,3.82,419,40763.18,6,0,Auto,Rented,Divorced,3,60786.57,19527.05,Fair,3,23,0
100509,32,Male,146675.07,12222.92,Employed,Unemployed,292653.06,240,17.97,328,122777.01,1,1,Personal,Rented,Single,0,70372.74,33780.94,Good,0,34,0
100510,69,Male,109833.01,9152.75,Employed,Doctor,302386.97,24,13.66,530,55275.69,1,4,Personal,Owned,Widowed,2,76955.35,35206.23,Poor,1,22,0
100511,57,Other,101051.9,8420.99,Employed,Unemployed,273498.96,36,17.98,798,55326.39,0,1,Education,Owned,Single,0,42349.13,28421.72,Good,2,31,0
100512,62,Other,39486.93,3290.58,Unemployed,Unemployed,31562.71,48,6.51,722,112585.91,4,5,Home,Mortgaged,Divorced,3,70416.6,18261.66,Fair,2,19,0
100513,61,Other,34834.34,2902.86,Employed,Doctor,349751.6,84,11.04,687,76539.87,7,4,Education,Mortgaged,Married,4,20966.24,2926.6,Good,1,28,0
100514,67,Male,62710.09,5225.84,Employed,Driver,358735.73,36,20.5,767,30146.61,1,2,Education,Owned,Married,2,44772.14,4774.13,Excellent,2,32,0
100515,26,Other,186511.35,15542.61,Employed,Engineer,257215.22,360,6.67,302,127561.28,1,0,Auto,Mortgaged,Divorced,2,43150.79,11.72,Good,1,6,0
100516,64,Other,44895.62,3741.3,Employed,Unemployed,435453.03,36,4.64,734,51022.98,2,4,Medical,Rented,Divorced,2,61495.53,14367.99,Poor,2,23,0
100517,24,Female,61473.22,5122.77,Employed,Clerk,336873.53,48,15.59,471,15416.51,1,6,Education,Owned,Widowed,1,61849.83,935.36,Poor,2,8,0
100518,44,Male,127465.88,10622.16,Self-Employed,Doctor,182607.0,120,14.5,680,62400.16,8,3,Auto,Owned,Divorced,2,22827.44,17400.87,Excellent,3,2,0
100519,50,Other,59101.9,4925.16,Employed,Teacher,11807.79,60,21.11,720,86094.26,1,6,Personal,Rented,Single,5,70868.91,23901.66,Excellent,3,8,0
100520,38,Female,48457.37,4038.11,Employed,Engineer,31462.5,60,20.27,677,91482.8,2,2,Business,Mortgaged,Divorced,0,71319.44,23835.21,Excellent,2,4,0
100521,28,Male,130479.83,10873.32,Employed,Unemployed,177195.53,360,17.36,530,125341.18,3,0,Business,Rented,Divorced,4,75859.32,22211.9,Fair,3,6,1
100522,30,Male,90459.12,7538.26,Self-Employed,Clerk,232128.45,60,3.85,636,81211.02,2,5,Business,Mortgaged,Widowed,0,36611.55,9046.83,Good,3,0,0
100523,61,Female,143362.65,11946.89,Unemployed,Engineer,85101.82,24,12.39,558,33556.57,9,7,Auto,Rented,Divorced,0,78993.15,20767.56,Good,1,33,0
100524,36,Male,202002.09,16833.51,Self-Employed,Doctor,96285.5,180,20.08,646,39249.95,2,7,Auto,Rented,Widowed,1,62792.91,39193.44,Excellent,3,15,0
100525,36,Male,45953.59,3829.47,Employed,Engineer,116645.26,180,11.52,552,15126.09,4,7,Home,Mortgaged,Divorced,1,52254.99,17784.71,Excellent,2,5,0
100526,66,Female,202253.9,16854.49,Self-Employed,Clerk,390695.64,36,21.3,517,110388.64,5,0,Auto,Mortgaged,Divorced,1,34580.64,34979.67,Poor,3,12,0
100527,28,Other,200010.44,16667.54,Self-Employed,Doctor,386101.34,240,15.57,411,15891.23,2,0,Business,Mortgaged,Married,5,67394.5,15256.22,Good,0,26,1
100528,65,Male,184962.95,15413.58,Employed,Driver,192703.61,48,5.52,513,90871.89,4,4,Education,Owned,Married,5,61131.0,24921.78,Excellent,1,22,0
100529,66,Female,144413.61,12034.47,Employed,Clerk,87837.46,24,12.92,697,89542.11,1,7,Personal,Mortgaged,Single,4,46844.66,19273.56,Excellent,2,1,0
100530,50,Other,142130.06,11844.17,Self-Employed,Business Owner,57232.38,24,16.37,779,117825.53,4,7,Personal,Mortgaged,Divorced,0,79771.67,27544.9,Excellent,2,5,0
100531,29,Other,146038.6,12169.88,Employed,Driver,45390.4,180,4.71,356,11194.45,0,2,Business,Rented,Widowed,5,19956.91,35895.11,Excellent,1,19,0
100532,28,Other,156551.59,13045.97,Self-Employed,Teacher,196857.07,36,9.88,400,30436.7,4,3,Home,Rented,Single,5,51340.33,17636.03,Excellent,0,33,0
100533,34,Male,18378.85,1531.57,Employed,Engineer,24680.13,60,16.77,579,136434.36,3,5,Home,Mortgaged,Widowed,0,25690.17,30295.98,Fair,0,2,1
100534,49,Other,211408.98,17617.42,Employed,Teacher,168150.25,180,6.41,687,85835.52,3,7,Auto,Rented,Widowed,2,36627.46,35301.59,Excellent,2,30,0
100535,28,Other,135048.77,11254.06,Employed,Driver,480843.55,240,9.94,393,68653.53,1,1,Auto,Mortgaged,Married,4,27115.72,31581.78,Good,0,2,1
100536,43,Male,175200.5,14600.04,Self-Employed,Clerk,254737.3,60,16.26,479,112151.44,9,7,Home,Mortgaged,Married,0,26764.42,982.24,Good,0,17,0
100537,26,Female,92342.78,7695.23,Unemployed,Engineer,411677.04,360,17.85,325,135379.57,0,6,Personal,Owned,Divorced,0,30146.09,7.59,Good,3,8,1
100538,47,Female,17541.43,1461.79,Employed,Teacher,66374.44,48,13.09,328,39451.45,1,0,Education,Owned,Widowed,3,4534.37,35318.39,Good,3,14,1
100539,22,Female,119495.61,9957.97,Employed,Engineer,135503.23,240,21.2,378,135221.34,1,6,Personal,Rented,Single,2,3188.89,29172.54,Poor,0,32,0
100540,55,Male,118973.97,9914.5,Employed,Driver,473380.13,36,20.62,701,16304.19,9,5,Auto,Owned,Married,2,57993.78,38325.28,Excellent,0,7,0
100541,23,Other,104582.8,8715.23,Employed,Clerk,193008.84,12,12.26,779,146652.46,3,7,Home,Owned,Single,4,24872.68,11699.3,Fair,1,22,0
100542,30,Other,84642.0,7053.5,Retired,Engineer,324906.25,180,6.47,574,24727.77,4,1,Home,Owned,Divorced,3,1697.17,31518.73,Excellent,2,11,0
100543,29,Female,66214.35,5517.86,Employed,Teacher,488111.14,180,17.8,397,39935.46,7,7,Education,Rented,Single,4,6518.49,32060.88,Excellent,0,22,0
100544,61,Other,123146.7,10262.22,Employed,Doctor,276292.3,360,8.0,807,14489.09,0,0,Education,Owned,Married,0,15667.94,34293.06,Excellent,3,1,0
100545,23,Female,91932.02,7661.0,Employed,Doctor,154062.28,360,19.09,453,120551.48,0,0,Education,Owned,Divorced,0,3856.98,27681.12,Fair,1,10,1
100546,42,Other,213836.04,17819.67,Retired,Driver,266910.33,24,14.36,385,147634.81,1,3,Medical,Mortgaged,Widowed,1,75691.78,5532.32,Good,2,33,0
100547,49,Female,50450.1,4204.18,Employed,Engineer,29209.33,120,10.79,376,44546.48,6,5,Business,Mortgaged,Single,1,45468.87,27237.71,Fair,0,25,1
100548,46,Female,80531.44,6710.95,Self-Employed,Engineer,57960.2,180,13.79,494,48841.79,9,1,Personal,Rented,Divorced,1,31521.95,24179.35,Excellent,1,32,0
100549,54,Male,75261.9,6271.82,Employed,Engineer,5571.21,120,13.36,705,41846.99,6,2,Home,Owned,Single,4,42616.98,13346.88,Good,2,23,0
100550,60,Female,126378.38,10531.53,Employed,Business Owner,442336.6,12,20.61,518,23224.22,8,3,Education,Mortgaged,Divorced,0,9025.61,8344.54,Excellent,2,6,0
100551,40,Male,117352.45,9779.37,Self-Employed,Driver,336297.65,12,7.47,545,118116.63,8,1,Business,Owned,Single,0,56147.65,35404.0,Excellent,0,16,0
100552,61,Male,146966.8,12247.23,Employed,Doctor,150568.22,120,20.67,487,9107.98,2,1,Business,Owned,Widowed,1,77567.24,5677.86,Good,1,30,0
100553,36,Male,209750.36,17479.2,Self-Employed,Teacher,112138.39,240,4.08,819,145166.12,1,1,Medical,Owned,Single,1,10452.57,16887.92,Excellent,0,23,0
100554,69,Other,73470.32,6122.53,Employed,Doctor,342172.15,24,17.73,676,139097.33,1,7,Education,Owned,Divorced,1,12208.01,24911.94,Good,1,18,1
100555,45,Male,157018.17,13084.85,Self-Employed,Doctor,459926.97,12,20.51,666,17765.86,7,7,Education,Rented,Married,1,50293.07,38871.86,Good,0,30,0
100556,57,Other,20133.24,1677.77,Self-Employed,Teacher,150971.27,60,10.79,541,79428.58,6,5,Medical,Rented,Single,3,12154.39,26839.05,Fair,3,3,1
100557,63,Other,68789.64,5732.47,Self-Employed,Driver,162136.44,48,4.85,592,148927.7,8,5,Education,Owned,Divorced,0,10084.22,12195.13,Fair,1,33,1
100558,59,Male,110062.54,9171.88,Employed,Business Owner,427411.88,360,18.39,787,127892.89,5,1,Business,Mortgaged,Single,0,53638.71,2426.48,Excellent,1,4,0
100559,62,Female,21353.93,1779.49,Self-Employed,Engineer,446901.16,360,19.09,661,107270.06,9,0,Home,Owned,Divorced,5,49492.6,12708.12,Excellent,2,34,1
100560,47,Female,141622.24,11801.85,Retired,Business Owner,457190.21,84,9.72,748,3369.14,8,3,Home,Rented,Divorced,0,17418.96,11711.46,Good,0,28,0
100561,23,Female,154053.67,12837.81,Employed,Driver,147990.8,360,13.09,322,10256.62,8,7,Home,Owned,Married,0,65854.32,32763.18,Excellent,0,17,0
100562,45,Other,168080.0,14006.67,Employed,Doctor,61915.66,36,18.48,773,119102.56,8,3,Education,Mortgaged,Married,0,8420.07,15063.38,Good,3,16,0
100563,29,Female,120897.77,10074.81,Self-Employed,Teacher,221118.79,360,7.05,823,56466.73,1,6,Medical,Owned,Married,3,26605.99,3937.93,Good,2,1,0
100564,64,Female,138808.66,11567.39,Employed,Driver,149290.9,60,15.14,668,100264.78,7,2,Home,Mortgaged,Widowed,4,59109.41,34799.1,Good,0,11,0
100565,32,Female,96193.38,8016.12,Self-Employed,Business Owner,442165.6,60,11.47,826,110877.24,9,2,Medical,Rented,Widowed,4,49112.1,722.17,Good,1,8,0
100566,32,Other,23456.87,1954.74,Self-Employed,Clerk,20244.2,12,6.73,612,63327.63,2,6,Medical,Mortgaged,Single,4,48005.68,120.38,Excellent,3,24,0
100567,33,Female,35490.13,2957.51,Employed,Engineer,317672.47,24,18.88,452,21507.26,8,3,Home,Mortgaged,Married,0,54901.93,18990.13,Excellent,0,6,0
100568,52,Female,149274.16,12439.51,Employed,Unemployed,453278.32,24,9.51,634,58004.18,3,5,Home,Rented,Single,2,51717.02,2768.81,Excellent,1,28,0
100569,48,Other,219088.84,18257.4,Employed,Driver,488381.84,60,20.79,646,130657.27,2,5,Medical,Rented,Single,3,69941.66,7084.08,Excellent,0,10,0
100570,67,Other,18239.66,1519.97,Employed,Teacher,325765.04,24,14.03,379,49662.87,7,5,Business,Owned,Widowed,4,45501.39,39411.38,Fair,2,29,1
100571,41,Other,129304.62,10775.38,Unemployed,Clerk,475061.63,24,13.02,411,9397.42,1,5,Auto,Mortgaged,Widowed,2,32102.76,33774.6,Excellent,2,12,1
100572,34,Other,168956.79,14079.73,Employed,Driver,39678.41,120,11.33,460,143869.71,4,6,Medical,Mortgaged,Married,5,61287.15,30561.51,Excellent,2,26,0
100573,23,Female,184488.84,15374.07,Employed,Clerk,180920.62,240,10.91,601,102101.54,9,3,Business,Mortgaged,Divorced,5,20739.18,26831.72,Poor,1,23,1
100574,21,Other,126767.0,10563.92,Self-Employed,Teacher,6339.92,12,18.63,381,81128.51,1,2,Business,Mortgaged,Married,4,60767.36,1912.62,Good,1,34,0
100575,39,Male,142082.78,11840.23,Employed,Unemployed,490629.52,84,16.03,724,124366.1,1,4,Personal,Rented,Married,4,22398.72,33436.35,Excellent,2,18,0
100576,66,Male,157828.61,13152.38,Self-Employed,Teacher,451557.79,360,17.81,360,61674.1,9,2,Auto,Rented,Widowed,5,38430.46,18847.53,Fair,3,12,1
100577,46,Female,191088.08,15924.01,Employed,Business Owner,15970.17,60,11.29,817,147767.37,7,0,Education,Owned,Married,4,59135.47,3932.8,Fair,3,22,0
100578,64,Other,40069.36,3339.11,Employed,Business Owner,11030.06,24,8.34,672,128635.96,4,2,Home,Rented,Married,3,50212.74,12030.04,Poor,3,1,0
100579,25,Female,204867.35,17072.28,Employed,Unemployed,184750.81,12,5.11,486,42081.71,4,4,Business,Rented,Single,2,6855.12,20078.72,Poor,0,34,0
100580,25,Female,20333.57,1694.46,Self-Employed,Clerk,130751.91,360,17.87,505,55657.2,9,4,Medical,Mortgaged,Single,2,35724.77,547.78,Fair,1,23,1
100581,61,Female,186420.95,15535.08,Self-Employed,Driver,423772.27,60,11.18,682,41361.44,7,2,Business,Mortgaged,Single,4,64948.44,10096.78,Excellent,1,1,0
100582,26,Male,30731.79,2560.98,Self-Employed,Unemployed,81921.23,24,12.92,348,98901.13,9,5,Personal,Owned,Widowed,1,79741.2,13436.95,Good,3,6,1
100583,23,Female,54898.78,4574.9,Retired,Unemployed,395743.43,240,12.18,694,95899.79,0,2,Auto,Mortgaged,Widowed,3,37343.84,18551.65,Excellent,1,0,0
100584,40,Female,15798.3,1316.52,Self-Employed,Driver,278120.93,240,11.48,604,78375.88,5,5,Business,Owned,Married,3,6874.06,79.26,Good,0,23,1
100585,66,Female,106277.62,8856.47,Self-Employed,Unemployed,189941.1,180,16.15,421,144876.06,7,2,Medical,Rented,Divorced,2,29294.86,22617.7,Poor,1,23,1
100586,54,Female,83543.64,6961.97,Employed,Unemployed,74568.44,12,14.76,794,70841.29,0,7,Home,Owned,Single,2,39193.84,7905.35,Excellent,0,5,0
100587,25,Male,49028.55,4085.71,Unemployed,Unemployed,498850.27,12,21.48,646,117558.36,5,5,Auto,Mortgaged,Single,0,5874.28,23890.02,Poor,1,19,1
100588,62,Other,107473.48,8956.12,Employed,Doctor,309757.09,36,6.07,390,98714.27,0,4,Personal,Mortgaged,Divorced,4,69140.72,9566.01,Good,1,17,0
100589,62,Female,97486.03,8123.84,Unemployed,Engineer,220812.35,24,14.11,661,77727.74,9,3,Home,Rented,Single,0,43103.29,16108.74,Excellent,2,16,0
100590,60,Male,172370.51,14364.21,Employed,Engineer,186821.52,84,4.67,526,6314.27,6,6,Auto,Rented,Widowed,0,33289.25,24945.21,Poor,0,21,0
100591,65,Female,198091.71,16507.64,Employed,Driver,453052.66,48,18.45,721,98624.25,1,3,Medical,Rented,Married,1,31774.76,26262.9,Good,2,29,0
100592,32,Female,148776.29,12398.02,Self-Employed,Business Owner,410953.52,180,14.9,571,96389.26,5,6,Home,Owned,Divorced,3,2264.68,1223.83,Good,2,32,0
100593,68,Male,40504.13,3375.34,Employed,Driver,405970.52,24,11.43,850,18731.1,1,1,Education,Owned,Married,1,41510.05,21402.98,Good,2,5,0
100594,36,Male,75555.11,6296.26,Employed,Unemployed,308866.84,180,18.34,810,119387.25,8,6,Auto,Mortgaged,Single,5,38046.09,32665.67,Excellent,3,33,0
100595,60,Male,202230.25,16852.52,Retired,Doctor,444202.38,360,11.92,322,70049.11,1,7,Education,Mortgaged,Divorced,5,27670.82,8256.92,Excellent,0,20,0
100596,49,Female,33190.57,2765.88,Employed,Driver,151040.63,24,7.71,526,48621.9,6,1,Auto,Owned,Single,2,52694.18,21279.55,Fair,0,6,1
